DISTRICT,DD000A001219R,DD000A001319R,DD000A001S19R,DD000AC01219R,DD000AC01319R,DD000AC01S19R,DD000AM01219R,DD000AM01319R,DD000AM01S19R,DD000AR01219R,DD000AR01319R,DD000AR01S19R,DD000AS01219R,DD000AS01319R,DD000AS01S19R,DD000AW01219R,DD000AW01319R,DD000AW01S19R,DD200A001219R,DD200A001319R,DD200A001S19R,DD200AC01219R,DD200AC01319R,DD200AC01S19R,DD200AM01219R,DD200AM01319R,DD200AM01S19R,DD200AR01219R,DD200AR01319R,DD200AR01S19R,DD200AS01219R,DD200AS01319R,DD200AS01S19R,DD200AW01219R,DD200AW01319R,DD200AW01S19R,DD300A001219R,DD300A001319R,DD300A001S19R,DD300AC01219R,DD300AC01319R,DD300AC01S19R,DD300AM01219R,DD300AM01319R,DD300AM01S19R,DD300AR01219R,DD300AR01319R,DD300AR01S19R,DD300AS01219R,DD300AS01319R,DD300AS01S19R,DD300AW01219R,DD300AW01319R,DD300AW01S19R,DD400A001219R,DD400A001319R,DD400A001S19R,DD400AC01219R,DD400AC01319R,DD400AC01S19R,DD400AM01219R,DD400AM01319R,DD400AM01S19R,DD400AR01219R,DD400AR01319R,DD400AR01S19R,DD400AS01219R,DD400AS01319R,DD400AS01S19R,DD400AW01219R,DD400AW01319R,DD400AW01S19R,DDA00A001219R,DDA00A001319R,DDA00A001S19R,DDA00AC01219R,DDA00AC01319R,DDA00AC01S19R,DDA00AM01219R,DDA00AM01319R,DDA00AM01S19R,DDA00AR01219R,DDA00AR01319R,DDA00AR01S19R,DDA00AS01219R,DDA00AS01319R,DDA00AS01S19R,DDA00AW01219R,DDA00AW01319R,DDA00AW01S19R,DDB00A001219R,DDB00A001319R,DDB00A001S19R,DDB00AC01219R,DDB00AC01319R,DDB00AC01S19R,DDB00AM01219R,DDB00AM01319R,DDB00AM01S19R,DDB00AR01219R,DDB00AR01319R,DDB00AR01S19R,DDB00AS01219R,DDB00AS01319R,DDB00AS01S19R,DDB00AW01219R,DDB00AW01319R,DDB00AW01S19R,DDE00A001219R,DDE00A001319R,DDE00A001S19R,DDE00AC01219R,DDE00AC01319R,DDE00AC01S19R,DDE00AM01219R,DDE00AM01319R,DDE00AM01S19R,DDE00AR01219R,DDE00AR01319R,DDE00AR01S19R,DDE00AS01219R,DDE00AS01319R,DDE00AS01S19R,DDE00AW01219R,DDE00AW01319R,DDE00AW01S19R,DDF00A001219R,DDF00A001319R,DDF00A001S19R,DDF00AC01219R,DDF00AC01319R,DDF00AC01S19R,DDF00AM01219R,DDF00AM01319R,DDF00AM01S19R,DDF00AR01219R,DDF00AR01319R,DDF00AR01S19R,DDF00AS01219R,DDF00AS01319R,DDF00AS01S19R,DDF00AW01219R,DDF00AW01319R,DDF00AW01S19R,DDH00A001219R,DDH00A001319R,DDH00A001S19R,DDH00AC01219R,DDH00AC01319R,DDH00AC01S19R,DDH00AM01219R,DDH00AM01319R,DDH00AM01S19R,DDH00AR01219R,DDH00AR01319R,DDH00AR01S19R,DDH00AS01219R,DDH00AS01319R,DDH00AS01S19R,DDH00AW01219R,DDH00AW01319R,DDH00AW01S19R,DDI00A001219R,DDI00A001319R,DDI00A001S19R,DDI00AC01219R,DDI00AC01319R,DDI00AC01S19R,DDI00AM01219R,DDI00AM01319R,DDI00AM01S19R,DDI00AR01219R,DDI00AR01319R,DDI00AR01S19R,DDI00AS01219R,DDI00AS01319R,DDI00AS01S19R,DDI00AW01219R,DDI00AW01319R,DDI00AW01S19R,DDL00A001219R,DDL00A001319R,DDL00A001S19R,DDL00AC01219R,DDL00AC01319R,DDL00AC01S19R,DDL00AM01219R,DDL00AM01319R,DDL00AM01S19R,DDL00AR01219R,DDL00AR01319R,DDL00AR01S19R,DDL00AS01219R,DDL00AS01319R,DDL00AS01S19R,DDL00AW01219R,DDL00AW01319R,DDL00AW01S19R,DDM00A001219R,DDM00A001319R,DDM00A001S19R,DDM00AC01219R,DDM00AC01319R,DDM00AC01S19R,DDM00AM01219R,DDM00AM01319R,DDM00AM01S19R,DDM00AR01219R,DDM00AR01319R,DDM00AR01S19R,DDM00AS01219R,DDM00AS01319R,DDM00AS01S19R,DDM00AW01219R,DDM00AW01319R,DDM00AW01S19R,DDR00A001219R,DDR00A001319R,DDR00A001S19R,DDR00AC01219R,DDR00AC01319R,DDR00AC01S19R,DDR00AM01219R,DDR00AM01319R,DDR00AM01S19R,DDR00AR01219R,DDR00AR01319R,DDR00AR01S19R,DDR00AS01219R,DDR00AS01319R,DDR00AS01S19R,DDR00AW01219R,DDR00AW01319R,DDR00AW01S19R,DDS00A001219R,DDS00A001319R,DDS00A001S19R,DDS00AC01219R,DDS00AC01319R,DDS00AC01S19R,DDS00AM01219R,DDS00AM01319R,DDS00AM01S19R,DDS00AR01219R,DDS00AR01319R,DDS00AR01S19R,DDS00AS01219R,DDS00AS01319R,DDS00AS01S19R,DDS00AW01219R,DDS00AW01319R,DDS00AW01S19R,DDW00A001219R,DDW00A001319R,DDW00A001S19R,DDW00AC01219R,DDW00AC01319R,DDW00AC01S19R,DDW00AM01219R,DDW00AM01319R,DDW00AM01S19R,DDW00AR01219R,DDW00AR01319R,DDW00AR01S19R,DDW00AS01219R,DDW00AS01319R,DDW00AS01S19R,DDW00AW01219R,DDW00AW01319R,DDW00AW01S19R,DNC00A001219R,DNC00A001319R,DNC00A001S19R,DNC00AC01219R,DNC00AC01319R,DNC00AC01S19R,DNC00AM01219R,DNC00AM01319R,DNC00AM01S19R,DNC00AR01219R,DNC00AR01319R,DNC00AR01S19R,DNC00AS01219R,DNC00AS01319R,DNC00AS01S19R,DNC00AW01219R,DNC00AW01319R,DNC00AW01S19R,DNM00A001219R,DNM00A001319R,DNM00A001S19R,DNM00AC01219R,DNM00AC01319R,DNM00AC01S19R,DNM00AM01219R,DNM00AM01319R,DNM00AM01S19R,DNM00AR01219R,DNM00AR01319R,DNM00AR01S19R,DNM00AS01219R,DNM00AS01319R,DNM00AS01S19R,DNM00AW01219R,DNM00AW01319R,DNM00AW01S19R,DNS00A001219R,DNS00A001319R,DNS00A001S19R,DNS00AC01219R,DNS00AC01319R,DNS00AC01S19R,DNS00AM01219R,DNS00AM01319R,DNS00AM01S19R,DNS00AR01219R,DNS00AR01319R,DNS00AR01S19R,DNS00AS01219R,DNS00AS01319R,DNS00AS01S19R,DNS00AW01219R,DNS00AW01319R,DNS00AW01S19R
"108910",30,11,65,31,9,67,36,15,76,26,10,58,16,4,45,29,6,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,13,69,40,13,74,38,16,77,32,12,62,36,15,64,33,7,68,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,13,69,40,12,74,38,16,77,32,12,62,36,15,64,33,7,68,38,16,71,39,15,73,40,19,79,36,16,66,30,13,67,45,10,74,35,13,69,40,13,74,38,16,77,32,12,62,36,15,65,33,7,68,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,6,55,17,3,56,28,10,70,16,6,47,8,2,35,17,3,56,33,10,66,41,11,75,35,13,75,29,8,59,40,17,62,23,4,64,19,6,57,17,3,61,26,9,69,16,5,49,13,3,43,19,2,58,21,5,36,12,3,38,26,8,52,19,3,23,21,0,43,27,4,31,33,5,52,-1,-1,-1,33,17,67,33,0,50,-1,-1,-1,-1,-1,-1,36,13,70,41,13,76,37,16,78,34,11,64,37,15,66,33,6,69,32,14,61,35,10,63,41,16,69,25,14,54,29,16,52,38,10,65,13,0,73,-1,-1,-1,20,0,60,17,0,83,.,.,.,-1,-1,-1
"108911",54,26,84,57,25,87,66,37,91,49,21,79,42,20,74,44,19,77,64,28,91,83,33,83,59,41,94,68,26,95,-1,-1,-1,71,14,86,87,63,99,98,69,100,90,74,100,85,51,99,85,71,97,64,45,95,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,64,34,88,69,36,91,70,42,93,61,29,86,65,38,88,51,24,82,77,37,93,92,23,92,71,46,96,76,39,94,100,40,100,50,13,75,58,29,85,63,30,88,66,36,91,53,23,82,59,32,84,43,19,77,66,36,90,69,35,92,71,42,94,65,32,88,63,35,88,57,31,86,63,33,88,67,35,91,70,41,93,59,27,85,64,36,87,49,23,81,71,43,100,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,38,14,74,36,10,77,52,23,86,31,11,69,22,6,58,28,7,65,63,32,87,69,37,90,70,41,92,57,25,83,67,41,88,45,18,78,38,14,76,39,11,78,50,22,86,32,9,70,37,13,71,27,9,66,36,18,63,42,17,70,42,26,75,30,14,54,40,13,59,31,18,50,80,49,94,83,52,96,80,54,94,81,44,92,86,57,97,71,36,95,67,36,90,72,39,92,73,45,94,63,30,87,68,41,90,52,26,83,57,28,85,61,29,89,64,34,91,54,25,81,54,27,82,47,20,78,60,32,90,64,36,86,71,38,95,48,26,86,43,29,86,67,33,93
"108912",40,16,70,42,16,74,50,23,82,33,12,60,30,13,66,39,16,65,67,67,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,45,19,74,47,20,78,54,26,84,39,15,66,45,21,78,40,16,67,9,0,55,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,18,73,46,19,77,52,25,83,37,14,65,44,20,77,39,15,66,49,21,79,49,19,81,57,27,87,44,17,72,45,20,80,46,20,75,45,19,74,47,20,78,54,26,84,39,15,66,45,21,78,40,16,67,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,35,14,67,36,12,71,47,20,80,28,10,56,23,9,60,36,14,62,42,18,70,46,20,75,51,25,82,34,12,61,46,21,75,33,12,60,37,14,69,37,12,73,47,20,81,30,10,59,36,14,72,34,13,61,28,14,50,23,11,50,36,18,67,23,10,39,26,13,46,29,19,38,51,15,82,57,14,100,60,13,93,48,9,74,43,43,71,-1,-1,-1,46,20,75,49,20,79,55,27,85,40,15,67,46,21,79,41,16,68,38,15,69,39,16,75,48,22,80,31,11,60,38,15,71,35,14,62,38,15,71,39,16,67,50,21,85,30,13,60,38,17,79,28,3,68
"108913",33,12,68,40,15,76,45,19,78,26,9,60,26,9,63,24,6,59,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,90,54,100,-1,-1,-1,100,79,100,86,50,100,-1,-1,-1,67,17,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46,20,77,55,24,84,53,26,84,40,15,72,44,20,77,35,10,71,38,0,63,-1,-1,-1,-1,-1,-1,50,0,67,-1,-1,-1,-1,-1,-1,42,17,75,51,21,81,50,23,82,36,12,69,41,18,75,31,8,68,49,21,81,56,22,85,55,28,86,44,17,77,42,19,77,39,13,76,46,19,77,55,24,84,53,26,84,40,14,72,44,20,77,35,10,71,32,11,63,-1,-1,-1,-1,-1,-1,22,11,56,-1,-1,-1,-1,-1,-1,28,10,64,35,13,72,40,16,76,20,7,56,21,7,58,18,3,53,44,18,74,55,25,82,52,25,82,36,13,67,47,22,77,31,8,66,31,10,67,36,11,74,40,16,77,25,8,61,28,10,66,17,3,55,19,7,42,16,7,44,27,9,55,15,5,33,18,6,41,16,7,28,64,40,84,77,50,85,71,47,92,59,30,77,53,42,79,58,50,100,47,20,78,57,24,85,55,27,85,41,15,73,45,21,78,36,11,72,40,17,73,49,21,79,47,22,80,34,13,66,40,18,74,31,8,67,43,21,78,56,33,87,52,29,86,35,13,74,53,26,74,25,3,58
"108914",30,6,67,20,4,71,34,10,70,35,6,65,18,0,59,25,0,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,9,70,28,6,76,34,12,72,36,8,67,37,14,73,25,6,63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,9,70,28,6,74,35,12,72,36,9,68,37,12,74,23,7,63,36,10,73,27,4,76,40,15,75,38,8,70,35,15,85,34,11,63,33,9,70,28,6,76,34,12,72,36,8,67,37,14,73,25,6,63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,2,55,10,0,58,20,3,59,22,3,54,22,0,44,0,0,33,30,8,68,28,7,75,29,10,69,34,8,65,39,13,63,16,2,63,24,4,62,19,3,70,24,5,65,27,3,58,22,3,63,20,4,54,25,7,52,31,8,62,21,7,50,23,6,43,67,17,100,0,0,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,10,71,28,6,77,34,13,73,37,8,67,35,14,75,28,5,67,32,9,66,27,4,69,33,9,67,33,10,68,47,13,67,17,8,54,50,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.
"108915",29,10,61,33,18,67,45,16,77,22,6,51,6,0,49,15,2,53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,15,69,40,21,75,45,19,80,32,11,61,27,11,66,32,8,61,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,13,69,39,18,74,44,17,80,31,10,60,26,10,65,32,7,60,42,18,75,47,21,83,48,22,84,41,16,67,28,12,72,34,11,67,37,15,69,40,20,75,45,19,80,32,11,60,28,11,66,32,8,61,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,5,50,19,7,50,31,9,69,12,2,38,5,0,38,2,0,43,32,12,65,35,20,69,42,16,77,26,8,56,27,10,60,30,5,56,19,5,55,21,7,63,29,9,70,14,2,44,16,4,56,7,0,39,16,5,41,15,5,40,24,8,59,12,3,28,25,13,38,8,0,33,44,17,78,40,40,80,50,0,83,50,17,83,-1,-1,-1,.,.,.,38,15,72,40,19,76,47,19,83,34,12,64,27,11,67,38,9,69,30,13,57,39,27,68,37,18,69,25,8,49,30,11,63,13,3,32,25,13,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.
"108916",59,25,86,61,23,87,68,33,94,52,19,79,47,23,81,62,24,89,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61,27,87,64,26,89,69,33,94,55,20,81,59,34,86,62,25,89,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,26,87,63,25,89,68,32,93,53,19,80,58,33,86,61,24,89,63,28,89,65,25,90,70,33,94,59,23,85,60,37,88,64,28,92,61,27,87,64,26,89,69,33,94,54,20,81,59,34,86,62,25,89,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,51,21,83,52,17,83,63,29,93,43,16,75,37,16,75,56,19,86,59,25,85,63,27,88,68,34,93,51,17,78,58,32,84,61,21,87,52,20,83,53,16,84,62,28,92,44,15,75,41,18,78,55,17,86,36,8,65,40,6,72,38,11,73,33,7,56,20,6,65,51,5,67,100,75,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,64,29,89,68,30,92,70,36,94,59,22,84,62,37,89,64,26,91,50,18,79,51,14,80,63,24,92,41,12,69,48,25,77,55,20,82,51,22,88,71,29,86,62,23,92,33,13,87,-1,-1,-1,-1,-1,-1
"109901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,0,90,-1,-1,-1,-1,-1,-1,40,0,100,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64,30,90,70,36,96,75,39,93,61,26,88,56,23,90,44,19,75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,11,92,30,10,90,68,21,100,44,3,91,40,10,90,50,10,80,72,32,95,72,34,94,78,38,97,73,29,95,62,24,93,65,35,100,59,20,93,43,29,100,76,24,88,63,21,95,33,0,100,40,20,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56,28,84,67,38,100,72,40,90,48,23,81,47,21,84,26,5,53,39,6,79,38,4,96,55,8,83,35,6,74,23,0,77,30,20,50,21,6,55,-1,-1,-1,13,13,63,17,0,48,33,0,67,-1,-1,-1,66,33,89,73,38,96,76,42,94,61,28,87,59,27,88,47,20,77,66,33,90,77,40,100,79,43,95,60,30,87,54,22,86,44,15,70,59,21,90,46,23,85,62,24,86,65,12,91,64,27,100,44,33,89,50,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"109902",0,0,40,-1,-1,-1,-1,-1,-1,0,0,40,.,.,.,-1,-1,-1,18,18,36,-1,-1,-1,-1,-1,-1,20,20,40,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,17,75,43,11,79,40,23,74,42,13,75,45,27,79,20,20,60,32,0,59,40,0,60,33,0,67,38,0,63,-1,-1,-1,.,.,.,30,11,69,44,9,72,29,10,69,29,10,72,35,18,65,12,12,47,44,20,80,40,12,84,40,21,73,52,18,84,57,36,93,21,21,64,28,11,73,32,11,79,31,14,69,30,10,75,27,18,73,0,0,57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,40,-1,-1,-1,-1,-1,-1,0,0,40,.,.,.,-1,-1,-1,36,15,70,45,10,74,39,24,76,33,9,67,37,21,68,18,18,55,19,5,61,21,3,67,17,6,62,23,6,61,22,6,67,0,0,25,17,4,44,18,0,36,24,5,52,15,4,37,0,0,57,20,20,40,48,22,80,52,13,84,44,29,79,50,16,79,67,39,89,29,29,65,37,17,73,39,8,74,37,24,75,41,14,73,30,26,78,14,14,57,46,18,78,50,17,89,45,21,74,43,12,80,80,30,80,27,27,64,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"109903",0,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,37,0,81,-1,-1,-1,38,0,88,50,0,90,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,15,78,38,11,79,49,20,88,41,13,79,36,20,62,26,7,56,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,12,78,37,14,77,42,14,86,38,9,78,33,15,70,26,5,58,41,14,79,36,14,75,45,15,87,43,13,82,36,16,60,33,7,60,56,26,81,57,0,71,55,36,100,53,24,76,83,50,100,-1,-1,-1,80,40,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,42,17,78,41,6,84,54,26,89,38,14,76,36,24,64,17,8,50,29,6,71,28,2,70,37,10,80,26,2,74,24,12,48,22,11,44,12,7,41,14,7,36,25,15,55,7,4,44,0,0,22,0,0,17,39,14,77,37,11,79,49,19,86,37,13,79,30,18,58,23,5,55,39,16,78,36,14,80,50,19,85,37,14,80,33,25,61,24,0,53,45,13,80,42,4,77,48,21,92,48,11,79,43,7,64,30,20,60,7,0,67,-1,-1,-1,20,0,80,0,0,80,-1,-1,-1,-1,-1,-1
"109904",29,11,65,35,16,67,39,15,76,24,8,64,24,3,52,9,7,39,37,8,70,57,14,79,40,9,77,25,5,63,60,20,60,38,0,63,50,30,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,15,72,43,16,78,43,18,77,38,14,70,41,19,69,23,8,53,17,5,48,11,4,52,19,2,57,18,7,47,18,10,35,10,6,29,33,11,67,36,13,73,38,13,73,31,10,67,33,15,63,17,6,46,40,15,75,40,17,76,45,16,80,41,15,75,38,16,68,24,9,60,38,14,73,41,15,79,43,17,79,37,13,72,41,15,72,19,9,49,29,14,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,16,5,53,19,3,56,26,8,67,10,3,48,11,0,42,4,4,26,38,15,69,45,15,79,41,19,74,34,12,66,44,21,71,22,8,46,21,4,58,24,3,68,24,7,65,19,3,55,20,7,54,6,2,32,22,11,38,21,7,47,24,13,50,21,11,29,15,12,27,24,20,24,53,23,81,65,27,91,55,27,81,51,19,80,58,36,88,33,9,68,39,15,72,43,16,78,44,18,78,37,14,71,40,19,69,21,8,53,40,15,70,41,17,75,40,16,73,42,14,70,42,16,71,27,10,52,29,10,61,33,22,78,35,5,55,22,9,70,50,17,67,-1,-1,-1
"109905",17,8,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,32,8,80,-1,-1,-1,43,0,86,30,10,70,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,19,73,32,12,71,32,16,75,40,18,73,54,36,79,36,17,64,17,6,50,13,13,25,14,7,48,15,3,55,57,14,71,11,0,44,32,16,69,23,9,60,27,16,71,37,17,70,44,24,74,29,12,67,44,24,78,35,19,68,37,20,80,52,27,80,48,29,81,47,25,78,45,22,83,35,6,76,42,25,89,51,28,87,43,0,86,50,25,58,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,67,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,32,14,68,29,7,73,28,13,70,30,11,67,58,42,78,26,11,53,22,9,61,20,7,63,17,6,64,23,6,60,35,24,65,21,10,45,28,19,51,40,30,50,26,15,56,22,16,46,67,33,83,25,25,38,39,21,74,34,15,74,33,17,76,42,19,73,55,43,78,38,19,70,41,21,75,33,11,67,35,21,77,43,20,74,57,40,83,37,17,70,32,14,70,31,14,75,27,9,70,34,14,71,45,25,70,33,17,54,22,0,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.
"109907",23,7,63,35,4,81,23,11,62,22,7,64,0,0,54,23,0,50,45,23,73,60,60,80,25,17,75,53,13,73,40,0,60,-1,-1,-1,78,44,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,12,72,51,21,84,31,12,69,39,11,75,25,13,64,26,5,62,17,9,56,19,6,63,19,13,56,19,9,63,0,0,14,17,0,50,30,10,68,41,13,80,27,11,63,31,9,71,20,11,56,23,4,59,40,12,76,53,20,83,33,10,72,43,12,81,30,13,68,35,6,69,33,10,72,43,15,88,29,11,68,36,9,73,22,14,62,26,2,59,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,17,4,56,26,5,79,16,6,53,20,5,58,0,0,56,11,0,39,32,12,68,49,21,85,29,13,66,35,9,69,20,14,60,16,4,55,22,6,61,36,8,77,19,8,58,24,6,63,6,0,52,11,0,43,19,4,48,29,5,57,14,5,39,24,4,55,15,8,38,8,0,42,41,13,76,68,27,84,35,10,72,43,12,78,36,20,80,23,5,67,37,12,74,50,23,86,32,13,68,43,11,76,18,7,66,25,3,68,34,12,70,53,17,79,30,10,71,31,9,72,35,23,61,26,9,51,15,8,62,-1,-1,-1,-1,-1,-1,20,0,80,-1,-1,-1,-1,-1,-1
"109908",30,13,73,31,8,54,31,16,75,28,9,78,80,60,100,9,0,64,38,13,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,14,72,27,5,50,35,14,75,41,15,78,67,44,100,17,10,59,27,5,68,-1,-1,-1,25,0,50,38,0,88,-1,-1,-1,-1,-1,-1,35,15,73,26,5,47,35,15,74,38,15,80,75,50,100,20,12,60,38,18,74,22,0,33,37,15,78,46,20,80,-1,-1,-1,14,14,64,34,15,71,38,6,56,33,15,76,35,17,74,86,57,100,15,5,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,8,67,13,0,50,17,9,70,17,9,70,-1,-1,-1,11,0,56,33,11,71,31,8,62,34,13,71,34,11,76,50,17,100,20,7,53,27,8,67,22,0,44,27,8,70,30,8,73,63,38,100,13,4,48,49,14,69,-1,-1,-1,54,23,77,54,8,69,-1,-1,-1,40,20,40,43,16,84,-1,-1,-1,50,21,86,57,14,93,-1,-1,-1,-1,-1,-1,39,19,75,40,10,50,32,16,78,46,22,81,83,50,100,17,8,50,32,10,71,17,0,50,38,12,71,36,10,76,-1,-1,-1,18,12,65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"109910",32,5,62,25,13,75,44,0,67,38,6,63,-1,-1,-1,-1,-1,-1,61,11,89,-1,-1,-1,60,40,100,57,0,71,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,10,68,40,14,71,42,12,78,36,10,64,15,8,46,24,4,52,13,0,44,-1,-1,-1,20,0,60,14,0,29,-1,-1,-1,-1,-1,-1,37,11,69,41,16,75,42,10,80,38,11,65,17,8,42,21,5,53,40,10,69,39,11,67,42,8,75,45,12,76,0,0,0,31,8,62,38,11,70,40,20,80,40,8,76,41,13,69,20,20,40,33,0,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,21,4,57,0,0,60,44,0,67,20,10,60,-1,-1,-1,-1,-1,-1,33,11,66,41,18,76,42,14,80,28,8,55,25,13,75,17,0,42,24,8,59,10,10,60,40,10,75,19,4,54,29,14,29,-1,-1,-1,40,13,58,40,40,60,47,13,73,35,6,53,-1,-1,-1,33,0,33,35,11,67,39,17,67,44,12,80,34,11,66,0,0,40,20,7,40,43,13,73,46,19,81,49,11,81,44,13,69,25,13,63,28,6,56,20,6,56,22,0,44,28,14,72,18,3,53,0,0,20,14,0,43,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
